image_name,ground_truth_count,prediction_count,zone_person_count,TP,FP,FN,precision,recall,f1_score,inference_time_seconds,fps
0034_m3_frame_00011009_jpg.rf.ImhXY1igk1z73KAmEjiE.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.06677010000021255,14.976763551302405
0036_video_m2_frame_00011716_jpg.rf.8kApnD3xPGa2mroxCzY4.jpg,4,3,3,3,0,1,1.0,0.75,0.8571428571428571,0.0673423999996885,14.849485613887026
0038_m3_frame_00012324_jpg.rf.IS4dF0wvAps7DGq2Z3hq.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.06961830000000191,14.364039340230551
0038_video_m2_frame_00012376_jpg.rf.Z3YfGx4HcxnBOwkIk8qT.jpg,2,1,1,1,0,1,1.0,0.5,0.6666666666666666,0.06593570000040927,15.166290795332314
0039_video_m2_frame_00012706_jpg.rf.SMJqDBZHkLUMAgK2FP6k.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06527769999956945,15.319167188895989
0039_video_main_frame_00003722_jpg.rf.GGSURThJpQRQSItLnsMJ.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06534280000050785,15.303904944266666
0040_video_m2_frame_00013036_jpg.rf.dmy7a5dzVtN90kyp0o7H.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06813220000003639,14.677347861942897
0041_m3_frame_00013310_jpg.rf.uVDFyXIVVUt8TPYYquTK.jpg,1,0,0,0,0,1,0.0,0.0,0.0,0.06566489999931946,15.228836105900776
0041_video_main_frame_00003915_jpg.rf.kDfrrTqfxs4NFSeuNq5A.jpg,4,3,3,3,0,1,1.0,0.75,0.8571428571428571,0.06667660000130127,14.99776533267269
0045_video_m2_frame_00014686_jpg.rf.6egpkBI6X1G3PsEIuWLS.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06706569999914791,14.910751695914682
0045_video_main_frame_00004302_jpg.rf.XmFOpPQwV4xTptsuAXq9.jpg,3,4,4,3,1,0,0.75,1.0,0.8571428571428571,0.07604429999992135,13.150229537270175
0046_video_m2_frame_00015016_jpg.rf.AGSn1Qf1vRwVYz9wwb6j.jpg,5,8,8,5,3,0,0.625,1.0,0.7692307692307693,0.06619360000149754,15.107200695798028
0046_video_main_frame_00004398_jpg.rf.C2IZ5MCL9avtY7hix67P.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06638639999982843,15.063326223482287
0048_m3_frame_00015610_jpg.rf.z5cfaW9wosQUUpE974vs.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06644930000038585,15.049067484445937
0049_m3_frame_00015939_jpg.rf.NDozdTmBr4EhawR1xHkd.jpg,2,1,1,1,0,1,1.0,0.5,0.6666666666666666,0.0647396000003937,15.446496425586794
0051_m3_frame_00016596_jpg.rf.WF73G5eRJ3ix8Vuxifpe.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06625599999824772,15.092972712304503
0062_video_main_frame_00005945_jpg.rf.nC6lcIxVCTph0yQdNi1Q.jpg,5,5,5,5,0,0,1.0,1.0,1.0,0.0656948999985616,15.221881759800155
0064_video_main_frame_00006139_jpg.rf.PZYAyEHEYPk2w2KzFi5a.jpg,5,5,5,5,0,0,1.0,1.0,1.0,0.06617759999971895,15.110853219280344
0065_m3_frame_00021197_jpg.rf.FhiB0aF5K8HWFD2kArmA.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06627400000070338,15.088873464546984
0065_video_main_frame_00006235_jpg.rf.OhyFtUHhqJWpqS5h0NNb.jpg,6,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.06739190000007511,14.838578523515222
0067_m3_frame_00021854_jpg.rf.dOxCCjuz4SPfHlziwHQo.jpg,4,3,3,1,2,3,0.3333333333333333,0.25,0.28571428571428575,0.06718980000005104,14.883211439820336
0068_m3_frame_00022183_jpg.rf.63CUmnf04VjkYplVBZ3W.jpg,3,4,4,2,2,1,0.5,0.6666666666666666,0.5714285714285715,0.0666996999989351,14.992571181219189
0069_video_m2_frame_00022607_jpg.rf.IRgRXyC2l07BGM31EQ2M.jpg,4,3,3,3,0,1,1.0,0.75,0.8571428571428571,0.06559170000036829,15.245831408461514
0071_m3_frame_00023169_jpg.rf.eA0kBhOBvA0Bh7cC3PVl.jpg,2,4,4,2,2,0,0.5,1.0,0.6666666666666666,0.06613669999933336,15.1201980142656
0072_video_m2_frame_00023597_jpg.rf.q5G3KYjWEc2i82Zz7shR.jpg,2,3,3,2,1,0,0.6666666666666666,1.0,0.8,0.06585579999955371,15.18469140161955
0073_m3_frame_00023826_jpg.rf.M7MpPlWr47DZAHwWjKB1.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06506889999945997,15.368324960285165
0073_video_m2_frame_00023927_jpg.rf.PmdnGQJlDf1h9GlQyLjZ.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.0650697000000946,15.368136014128638
0075_m3_frame_00024484_jpg.rf.eTbLdMnfp6sgQkNJTKoS.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06492509999952745,15.402363646837332
0075_video_main_frame_00007202_jpg.rf.1IAdrHP9eBcHXdjZmsmN.jpg,3,2,2,2,0,1,1.0,0.6666666666666666,0.8,0.06537740000021586,15.295805584142201
0076_m3_frame_00024812_jpg.rf.dpy5hFsLqPj8ElaA3UGH.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06453739999960817,15.494891334421148
0077_m3_frame_00025141_jpg.rf.VJgz0om61kyupBPrjs2i.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06622020000031625,15.101132282826452
0079_m3_frame_00025798_jpg.rf.0oPNHrYIzAke8o9Q40om.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06560729999910109,15.242206279083295
0079_video_m2_frame_00025907_jpg.rf.4lT9J2dm6at6EoaT8yvc.jpg,4,5,5,4,1,0,0.8,1.0,0.888888888888889,0.06981219999943278,14.324143917655151
0080_m3_frame_00026127_jpg.rf.vJa5GuJfOzlCral0aiMf.jpg,4,5,5,4,1,0,0.8,1.0,0.888888888888889,0.06768089999968652,14.775217232699799
0082_m3_frame_00026784_jpg.rf.Jxsty9k0L8XfoFaUQv3y.jpg,4,6,6,4,2,0,0.6666666666666666,1.0,0.8,0.06603849999919476,15.142681920579564
0082_video_main_frame_00007879_jpg.rf.SxyG1hVmPwLWjxbrevv3.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06689569999980449,14.948643933809237
0083_m3_frame_00027113_jpg.rf.Ji4JlX64zjlcencLm2zb.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06538619999992079,15.293746998620678
0084_video_main_frame_00008072_jpg.rf.WhJlWWCAok8bb8CHa4Uw.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06582110000090324,15.192696566697872
0085_m3_frame_00027770_jpg.rf.jMDkmhgCpoosBj4rfUEL.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06622139999853971,15.100858635154975
0085_video_main_frame_00008169_jpg.rf.anzbXPmZtgkOKgb1kBNp.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06915280000066559,14.460730440276823
0088_video_main_frame_00008459_jpg.rf.hqO4s3GlF9yAz7a5mQYG.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.07368529999985185,13.571227911157457
0090_video_main_frame_00008652_jpg.rf.rdYUjJeE47q0Jv6EvHhG.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.08208689999992203,12.182211778017564
0091_m3_frame_00029742_jpg.rf.sv2ddekNWnJOqgRXpRsj.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.06799150000006193,14.707720818030035
0092_video_main_frame_00008846_jpg.rf.u4cC66e94gqsY6FcAe9j.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06798890000027313,14.708283263826635
0093_video_main_frame_00008942_jpg.rf.akZHqQsakvzLiBLpMHWx.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.06502779999937047,15.37803831606914
0095_m3_frame_00031056_jpg.rf.rLsPXOLujLoNHlTbfWRl.jpg,2,1,1,1,0,1,1.0,0.5,0.6666666666666666,0.06482649999998102,15.425790378939055
0095_video_main_frame_00009136_jpg.rf.ZAqIXw61IQXrNDFEUWmT.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06643159999839554,15.053077150394572
0096_video_main_frame_00009232_jpg.rf.b5tgwoa3hBpiWEMSKrzP.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06809849999990547,14.68461126164876
0097_m3_frame_00031714_jpg.rf.aPAj9hpPj3ormjYemPx2.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.06648399999903631,15.041212923628166
0098_m3_frame_00032042_jpg.rf.bIOGxXnwJBpjtySKLFgE.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.0657152000003407,15.21717958698772
0098_video_main_frame_00009426_jpg.rf.5CeYsKf5fT9NIUNNiuO8.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.06684409999979835,14.96018347173523
0099_video_main_frame_00009522_jpg.rf.7DzIgaEMztyyShBh3TSz.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.06778580000172951,14.75235226219187
0100_m3_frame_00032700_jpg.rf.3afDLKfwQbPqh6165wlO.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.0658662000005279,15.182293801555051
0100_video_main_frame_00009619_jpg.rf.3SzuQYjEXT5Wp4xfBrA3.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.06584350000048289,15.18752800189337
0102_video_m2_frame_00033498_jpg.rf.QeTgkrTt3AGj3QNVU4S8.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06558159999985946,15.24817936741621
0103_m3_frame_00033686_jpg.rf.rDfJBxqNf12wATICWrWQ.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.0830258000005415,12.044448833898354
0106_m3_frame_00034671_jpg.rf.jr8KGgzMBL2coQBqdaC6.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06501349999962258,15.381420781926911
0107_m3_frame_00035000_jpg.rf.3jYDCbJHNnRBdAyT6vBB.jpg,2,1,1,1,0,1,1.0,0.5,0.6666666666666666,0.0660702000004676,15.135416571963196
0108_m3_frame_00035329_jpg.rf.FJLhGa00jYIUeLhR37bT.jpg,3,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06698210000104154,14.929361724766025
0109_m3_frame_00035657_jpg.rf.RU0Z0VAH6o0TdnD01qRF.jpg,3,2,2,2,0,1,1.0,0.6666666666666666,0.8,0.0679883000011614,14.708413064937902
0110_video_m2_frame_00036138_jpg.rf.QVpN34ZcRt1tQTEgDjSA.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06792780000068888,14.721513135856876
0111_video_m2_frame_00036468_jpg.rf.A6nVOwHES4ENbmduTExn.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06812129999889294,14.679696365398948
0111_video_main_frame_00010682_jpg.rf.6uiypP1STtwXDqAJO5lm.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06546479999997246,15.275384634191516
0113_m3_frame_00036972_jpg.rf.sAM7uAcPIQeJVCkdFpx0.jpg,3,4,4,2,2,1,0.5,0.6666666666666666,0.5714285714285715,0.06639689999974507,15.060944110400326
0115_video_m2_frame_00037788_jpg.rf.Qf35eLSaMkcewPSLFxVF.jpg,0,1,1,0,1,0,0.0,0.0,0.0,0.06753440000102273,14.807268591782204
0120_video_m2_frame_00039438_jpg.rf.whGjxKhtnN6ammlcHrvu.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06964759999937087,14.357996542724129
0121_m3_frame_00039601_jpg.rf.KrFqhWPEBJ75tNStLrpo.jpg,3,2,2,2,0,1,1.0,0.6666666666666666,0.8,0.06516389999887906,15.345920057228033
0122_m3_frame_00039930_jpg.rf.dTXQkAUwY24jX6PyPI5x.jpg,1,1,1,0,1,1,0.0,0.0,0.0,0.06543100000089908,15.283275511397642
0125_m3_frame_00040916_jpg.rf.dvZtjGknBcqHv5aOF2Rf.jpg,1,0,0,0,0,1,0.0,0.0,0.0,0.0646154000005481,15.476186791252818
0125_video_m2_frame_00041089_jpg.rf.Tx4ycp2vY58uKffkz5BB.jpg,2,3,3,2,1,0,0.6666666666666666,1.0,0.8,0.065464699999211,15.275407968142407
0127_m3_frame_00041573_jpg.rf.Fk6CNxLw0ubf4Hgad8C7.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06547470000077737,15.273074943270105
0128_m3_frame_00041902_jpg.rf.1gPnhiiZdMEcBiqgKq84.jpg,2,2,2,1,1,1,0.5,0.5,0.5,0.06573190000017348,15.213313474847993
0129_m3_frame_00042230_jpg.rf.PCDZuhMPGp0mMhl3TOZW.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.06613640000068699,15.120266600383639
0130_video_m2_frame_00042739_jpg.rf.3LwPPSMvZPFJmW9VcDMS.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06769189999977243,14.772816245420232
0132_m3_frame_00043216_jpg.rf.NjjeyANnxAatLtZYnO9Y.jpg,1,0,0,0,0,1,0.0,0.0,0.0,0.06599660000028962,15.152295724258698
0133_m3_frame_00043545_jpg.rf.qNKRWsGp8tyXWFwMxui2.jpg,1,0,0,0,0,1,0.0,0.0,0.0,0.06841290000011213,14.617126302179281
0133_video_m2_frame_00043729_jpg.rf.Zx3xWko2DHT4ar1tD2aW.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06729249999989406,14.860497083650841
0134_video_m2_frame_00044059_jpg.rf.SFYPzUx9NYUpizlFiSIy.jpg,2,3,3,2,1,0,0.6666666666666666,1.0,0.8,0.1115618000003451,8.96364167660352
0138_m3_frame_00045188_jpg.rf.cUYQz6KrrQq4qDFhCAvc.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.06605250000029628,15.139472389319321
0139_m3_frame_00045517_jpg.rf.nd96dC9tgHRLKGXrqvHK.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.07463070000085281,13.399311543219786
0143_video_main_frame_00013776_jpg.rf.aQbIwhm6m1k26widmcWW.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.08604569999988598,11.621731242831718
0144_m3_frame_00047160_jpg.rf.jzUTXCjT9vZ4CFknGRlM.jpg,1,0,0,0,0,1,0.0,0.0,0.0,0.06602609999936249,15.145525784646608
0144_video_main_frame_00013873_jpg.rf.K3UMnJ9bisH8f4AaDXZr.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.0666228999998566,15.009853969163041
0145_m3_frame_00047489_jpg.rf.B31o0aRPXbZZxQCa7ECS.jpg,1,1,1,0,1,1,0.0,0.0,0.0,0.0688136000007944,14.53201111391434
0145_video_main_frame_00013969_jpg.rf.Gbiq8rAUQzMfQkbCFjGW.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.0675827000013669,14.796686133874118
0146_video_main_frame_00014066_jpg.rf.sgfXhu6frBhuSyCsGCkD.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.07131269999990764,14.022747701339245
0150_m3_frame_00049132_jpg.rf.M7FO8a2iBCMqXB4bmSFg.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06828010000026552,14.645555586416998
0159_m3_frame_00052090_jpg.rf.fhg6is5PO9r5PU3W1wsa.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.06579850000161969,15.197914845709008
0169_video_main_frame_00016290_jpg.rf.JTBrum2mnPAtWrvlYfpI.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06526630000007572,15.321842972542337
0170_video_m2_frame_00055940_jpg.rf.yOrDWBpVC23tFhuylSSh.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.06532209999932093,15.308754617662258
0173_video_main_frame_00016676_jpg.rf.YNlYsGLXLhC3CBtpeNYO.jpg,2,3,3,2,1,0,0.6666666666666666,1.0,0.8,0.06774600000062492,14.761019100622555
0178_video_main_frame_00017160_jpg.rf.0uC0nDZacZGHTAZnBCI9.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06678370000008726,14.973713645675417
0009_m3_frame_00002793_jpg.rf.SUh8tkcsJM0puMDiY9Yl.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06651769999916723,15.0335925627693
0010_m3_frame_00003122_jpg.rf.zZvllJBOTHi0kweF979F.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.06573709999975108,15.21211005663144
0020_m3_frame_00006408_jpg.rf.cZinlUNPgAO8btlkpDA4.jpg,5,5,5,4,1,1,0.8,0.8,0.8000000000000002,0.06667989999914425,14.99702309110892
0021_video_main_frame_00001981_jpg.rf.E4VbVlXCiqD59jILcvY3.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.06644840000080876,15.049271314099794
0029_m3_frame_00009366_jpg.rf.IysBABnqDvF3FO3e2ENM.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06591399999888381,15.171283794291563
0030_video_main_frame_00002851_jpg.rf.fTiOnB1ja4WFMPUpnkaq.jpg,3,3,3,3,0,0,1.0,1.0,1.0,0.0658328999998048,15.189973402401613
0035_video_m2_frame_00011386_jpg.rf.ivf4R1NFDKRnmLE8cvzJ.jpg,3,4,4,2,2,1,0.5,0.6666666666666666,0.5714285714285715,0.06800599999951373,14.704584889673711
0039_m3_frame_00012652_jpg.rf.MqHlVdf1VatZmoulx5q3.jpg,1,0,0,0,0,1,0.0,0.0,0.0,0.0932096000015008,10.728508651296632
0058_video_main_frame_00005558_jpg.rf.VDIvzRiNmcq2yILxxWH6.jpg,3,4,4,3,1,0,0.75,1.0,0.8571428571428571,0.06745150000097055,14.825467187321424
0059_m3_frame_00019225_jpg.rf.BvufT6hHiGiebvgWkPFG.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.07039099999929022,14.206361608871637
0059_video_m2_frame_00019306_jpg.rf.tavLvfbc43KiQjQwkXm0.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.06662250000044878,15.009944087857162
0060_video_main_frame_00005752_jpg.rf.QoK8Rrep6u0hjH6pVVYm.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.06885150000016438,14.524011822510948
0063_video_main_frame_00006042_jpg.rf.EpcIsca83IkJqx2j3dSV.jpg,5,5,5,5,0,0,1.0,1.0,1.0,0.07166440000037255,13.953929705611174
0066_m3_frame_00021526_jpg.rf.13BrqzMnl9x6zGXEKiMq.jpg,4,3,3,3,0,1,1.0,0.75,0.8571428571428571,0.07217790000140667,13.854656341906749
0069_m3_frame_00022512_jpg.rf.jHzkIBwXn5X1cKEQSAnA.jpg,3,4,4,2,2,1,0.5,0.6666666666666666,0.5714285714285715,0.06619510000018636,15.10685836258552
0073_video_main_frame_00007009_jpg.rf.nOEgIZ7H4psotBuaSWS7.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.0689857999986998,14.495736804079206
0074_m3_frame_00024155_jpg.rf.D4G8iaoI74kNNVka22DY.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06737220000104571,14.842917404871425
0076_video_main_frame_00007299_jpg.rf.igFkKHMaGVeSTC9cN5uL.jpg,3,2,2,2,0,1,1.0,0.6666666666666666,0.8,0.06617029999870283,15.11252026996407
0084_m3_frame_00027441_jpg.rf.qS3kgS84YA1xanwiRTzy.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06610240000009071,15.128043762384236
0093_m3_frame_00030399_jpg.rf.UUKtRWNVszfHgnTenucg.jpg,2,1,1,1,0,1,1.0,0.5,0.6666666666666666,0.06701450000036857,14.92214371508405
0095_video_m2_frame_00031188_jpg.rf.tnbRL2hxvlUbg0aeJ7Hz.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.09036489999925834,11.066243641150573
0096_m3_frame_00031385_jpg.rf.42B6FpYLTGDVQe3XZvKC.jpg,3,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.130482700000357,7.663851223168006
0101_video_main_frame_00009716_jpg.rf.O9d6BW14i04kfwfhbXaN.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.12032650000037393,8.310721245917502
0103_video_main_frame_00009909_jpg.rf.rS1rrBGKCRRh41q7hWUx.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.06685560000005353,14.957610132871432
0107_video_m2_frame_00035148_jpg.rf.2KbS81hyS3y6e4X5frqw.jpg,3,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06788419999975304,14.730968325525499
0124_m3_frame_00040587_jpg.rf.6SFt3egiKV5WXS9ffE9S.jpg,1,0,0,0,0,1,0.0,0.0,0.0,0.07039040000017849,14.20648270215064
0136_m3_frame_00044531_jpg.rf.loT0IEZrrDfTjioSeNEk.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.14729319999969448,6.78917967701207
0147_m3_frame_00048146_jpg.rf.r1MN45PP8tSVmTMqcA2A.jpg,1,1,1,0,1,1,0.0,0.0,0.0,0.08919160000004922,11.211818153272821
0147_video_main_frame_00014163_jpg.rf.GwPPJ1DBWaPC3MFEQ7Te.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.14612579999993613,6.843418479149042
0149_m3_frame_00048803_jpg.rf.7aX64nw3zy2sDnWAbrCH.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.07283950000055484,13.728814722676333
0179_video_main_frame_00017256_jpg.rf.VmucAB9073VKA4r5MpwM.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.09290940000028058,10.76317358627846
0003_m3_frame_00000821_jpg.rf.0UH6KXKp0pHmmVl60iln.jpg,2,3,3,1,2,1,0.3333333333333333,0.5,0.4,0.07071209999958228,14.14185125326369
0013_video_main_frame_00001208_jpg.rf.Ut95da3fqUePbaoze2Mk.jpg,2,3,3,2,1,0,0.6666666666666666,1.0,0.8,0.06581129999904078,15.194958920650029
0022_video_m2_frame_00007095_jpg.rf.sf6Nnjrucq6bjxjEGDVZ.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.06633909999982279,15.074066425421377
0028_m3_frame_00009037_jpg.rf.F2lqnJISy9lzIDqbRgrE.jpg,1,1,1,1,0,0,1.0,1.0,1.0,0.06690470000103232,14.94663304647611
0031_video_m2_frame_00010066_jpg.rf.rXrDSASMStmiGD3qIeVu.jpg,5,5,5,5,0,0,1.0,1.0,1.0,0.06601009999940288,15.149196865465221
0036_m3_frame_00011666_jpg.rf.Fokj1NsE2TgxN3bm09Kp.jpg,1,0,0,0,0,1,0.0,0.0,0.0,0.07269380000070669,13.756331351370799
0050_m3_frame_00016267_jpg.rf.3vVPF0MmfwMh9GJMYGLf.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.0687724999988859,14.54069577252826
0081_m3_frame_00026455_jpg.rf.7u3290uDmyyUmNR53V7f.jpg,5,6,6,5,1,0,0.8333333333333334,1.0,0.9090909090909091,0.06724299999950745,14.871436432153905
0087_m3_frame_00028427_jpg.rf.hHsmMz8KJwPco1mVc7vO.jpg,2,2,2,1,1,1,0.5,0.5,0.5,0.06470459999945888,15.45485174173649
0087_video_main_frame_00008362_jpg.rf.g06wjsdmtFXHrAQXMu9F.jpg,2,2,2,2,0,0,1.0,1.0,1.0,0.06570140000076208,15.220375821343243
0105_video_main_frame_00010102_jpg.rf.hXkknfJIEV0GflzQTs07.jpg,0,0,0,0,0,0,0.0,0.0,0.0,0.07241189999876951,13.809884839604994
0110_m3_frame_00035986_jpg.rf.SoEXP66y6OaBDUHZCIj9.jpg,2,2,2,1,1,1,0.5,0.5,0.5,0.07607239999924786,13.145372040449455
0141_m3_frame_00046174_jpg.rf.6GmxRT5gxSFKoPmXseU1.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.07376040000053763,13.557410209173366
0167_video_m2_frame_00054950_jpg.rf.XucEOFParQoByQXY5jDY.jpg,4,4,4,4,0,0,1.0,1.0,1.0,0.07654480000019248,13.064244729850824
